DAILY TSI, PX and PS from extend_tsi_day_mon_ann.pro  px is Viereck et al 2003 Mg index plus SORCE
Wed Feb 13 13:02:52 2013
 szero and model2 coefs are: 
      1365.50      1335.42      114.825     -1.10903
    YEAR      MONTH    DAY        TSI            PX            PS
    2005       7      30      1366.1466         0.2700       179.3700
    2005       7      31      1366.1324         0.2705       224.1100
    2005       8       1      1366.1857         0.2714       258.8400
    2005       8       2      1366.0973         0.2709       283.2600
    2005       8       3      1365.9995         0.2703       302.3300
    2005       8       4      1365.9470         0.2693       260.4200
    2005       8       5      1365.8458         0.2688       287.5300
    2005       8       6      1365.7532         0.2674       246.3800
    2005       8       7      1365.8309         0.2673       187.3800
    2005       8       8      1365.8409         0.2668       141.7600
    2005       8       9      1365.7838         0.2658        98.4800
    2005       8      10      1365.8094         0.2653        47.4400
    2005       8      11      1365.8092         0.2652        36.2200
    2005       8      12      1365.8250         0.2652        26.1500
    2005       8      13      1365.7561         0.2647        34.2300
    2005       8      14      1365.6859         0.2649        97.5900
    2005       8      15      1365.7073         0.2650        95.3600
    2005       8      16      1365.6466         0.2646       103.6800
    2005       8      17      1365.8138         0.2656        68.4300
    2005       8      18      1365.9075         0.2662        52.9800
    2005       8      19      1365.8837         0.2672       141.2800
    2005       8      20      1365.6901         0.2679       322.1300
    2005       8      21      1365.7845         0.2680       268.0700
    2005       8      22      1365.8085         0.2685       290.9000
    2005       8      23      1365.8921         0.2685       237.2500
    2005       8      24      1366.0175         0.2686       163.4200
    2005       8      25      1366.1206         0.2694       148.5700
    2005       8      26      1366.1969         0.2694       104.5600
    2005       8      27      1366.2830         0.2698        78.9700
    2005       8      28      1366.2800         0.2699        81.8400
    2005       8      29      1366.2416         0.2694        70.1500
    2005       8      30      1366.1676         0.2687        68.5400
    2005       8      31      1366.1406         0.2683        56.8900
    2005       9       1      1366.0557         0.2674        45.2700
    2005       9       2      1365.9904         0.2668        39.9700
    2005       9       3      1365.9465         0.2663        34.0600
    2005       9       4      1365.8472         0.2654        27.9600
    2005       9       5      1365.8293         0.2651        17.0900
    2005       9       6      1365.8025         0.2647         9.3800
    2005       9       7      1365.8739         0.2654        11.3400
    2005       9       8      1365.8395         0.2657        54.2200
    2005       9       9      1365.6038         0.2665       274.7400
    2005       9      10      1365.4551         0.2668       394.6400
    2005       9      11      1365.5592         0.2676       388.7000
    2005       9      12      1365.4355         0.2679       491.8800
    2005       9      13      1365.4528         0.2688       545.6500
    2005       9      14      1365.2288         0.2686       678.5800
    2005       9      15      1365.4213         0.2688       568.6900
    2005       9      16      1365.7036         0.2686       367.4400
    2005       9      17      1366.0061         0.2688       181.4200
    2005       9      18      1366.1316         0.2691       119.8700
    2005       9      19      1366.1381         0.2687        85.5600
    2005       9      20      1366.0121         0.2679       109.6500
    2005       9      21      1365.9550         0.2675       119.8300
    2005       9      22      1365.9379         0.2677       145.5000
    2005       9      23      1365.8595         0.2672       161.1300
    2005       9      24      1365.8615         0.2669       133.8100
    2005       9      25      1365.9152         0.2669        95.4800
    2005       9      26      1365.9026         0.2665        79.7800
    2005       9      27      1365.7905         0.2654        68.8600
    2005       9      28      1365.8429         0.2655        40.2300
    2005       9      29      1365.7839         0.2647        19.2100
    2005       9      30      1365.7839         0.2647        17.9200
    2005      10       1      1365.7892         0.2647        11.7900
    2005      10       2      1365.7363         0.2642        11.3450
    2005      10       3      1365.7135         0.2640        10.9000
    2005      10       4      1365.7842         0.2650        40.8900
    2005      10       5      1365.8073         0.2657        80.4300
    2005      10       6      1365.8923         0.2664        73.2400
    2005      10       7      1365.9453         0.2670        85.7700
    2005      10       8      1365.9955         0.2670        50.5400
    2005      10       9      1366.0814         0.2673        17.8900
    2005      10      10      1366.0643         0.2672        23.1900
    2005      10      11      1366.0797         0.2673        19.3900
    2005      10      12      1366.0504         0.2670        16.8600
    2005      10      13      1366.0503         0.2668         5.2300
    2005      10      14      1365.9711         0.2661         2.7400
    2005      10      15      1365.9440         0.2660        12.2300
    2005      10      16      1365.9453         0.2660        13.3800
    2005      10      17      1365.9447         0.2661        18.3000
    2005      10      18      1365.9410         0.2660        14.0900
    2005      10      19      1365.8983         0.2658        27.9700
    2005      10      20      1365.9362         0.2660        12.7400
    2005      10      21      1365.9132         0.2657        10.3200
    2005      10      22      1365.8927         0.2655         7.8200
    2005      10      23      1365.8817         0.2654         4.4300
    2005      10      24      1365.8445         0.2650         0.0000
    2005      10      25      1365.8624         0.2651         0.0000
    2005      10      26      1365.8260         0.2649         4.9100
    2005      10      27      1365.7383         0.2641         0.0000
    2005      10      28      1365.7601         0.2643         0.0000
    2005      10      29      1365.7155         0.2639         1.1700
    2005      10      30      1365.7086         0.2639        10.6500
    2005      10      31      1365.7399         0.2644        25.8400
    2005      11       1      1365.7410         0.2646        39.5200
    2005      11       2      1365.9120         0.2661        42.5900
    2005      11       3      1365.9728         0.2663        18.4800
    2005      11       4      1365.9912         0.2666        21.6100
    2005      11       5      1365.9373         0.2661        21.2200
    2005      11       6      1365.9359         0.2662        30.4800
    2005      11       7      1366.0254         0.2670        30.6800
    2005      11       8      1366.0084         0.2668        27.8100
    2005      11       9      1366.0039         0.2664         2.7700
    2005      11      10      1365.9655         0.2660         0.0000
    2005      11      11      1365.9001         0.2655         0.0000
    2005      11      12      1365.8326         0.2649         1.8400
    2005      11      13      1365.9121         0.2657        10.7000
    2005      11      14      1365.7557         0.2659       123.9900
    2005      11      15      1365.5930         0.2664       275.8000
    2005      11      16      1365.3855         0.2662       394.6200
    2005      11      17      1365.3746         0.2661       394.2900
    2005      11      18      1365.2466         0.2659       466.7400
    2005      11      19      1365.3031         0.2661       440.1700
    2005      11      20      1365.3402         0.2659       399.7000
    2005      11      21      1365.5546         0.2664       299.8200
    2005      11      22      1365.5854         0.2661       258.5800
    2005      11      23      1365.7552         0.2660       137.8100
    2005      11      24      1365.8058         0.2656        75.2100
    2005      11      25      1365.8212         0.2655        54.9400
    2005      11      26      1365.8281         0.2655        48.2900
    2005      11      27      1365.8893         0.2659        42.8100
    2005      11      28      1365.9342         0.2663        40.7800
    2005      11      29      1366.0188         0.2669        27.2100
    2005      11      30      1366.0554         0.2674        41.9900
    2005      12       1      1365.8495         0.2673       173.4500
    2005      12       2      1365.5542         0.2674       373.7800
    2005      12       3      1365.6755         0.2680       343.6800
    2005      12       4      1365.7354         0.2684       331.1600
    2005      12       5      1365.8652         0.2681       223.5700
    2005      12       6      1365.9496         0.2676       125.1000
    2005      12       7      1365.9956         0.2670        51.9100
    2005      12       8      1365.9758         0.2669        61.3100
    2005      12       9      1365.8752         0.2660        59.1300
    2005      12      10      1365.8831         0.2663        71.3000
    2005      12      11      1365.8209         0.2657        70.1300
    2005      12      12      1365.9167         0.2668        89.9900
    2005      12      13      1365.8101         0.2667       150.5400
    2005      12      14      1365.7246         0.2661       167.0000
    2005      12      15      1365.7377         0.2665       182.6700
    2005      12      16      1365.8436         0.2667       131.1100
    2005      12      17      1365.8070         0.2663       122.2300
    2005      12      18      1365.8267         0.2664       121.0300
    2005      12      19      1365.6499         0.2658       193.0100
    2005      12      20      1365.6936         0.2659       169.6300
    2005      12      21      1365.7621         0.2656        98.3000
    2005      12      22      1365.8508         0.2661        79.7900
    2005      12      23      1365.7354         0.2658       130.1900
    2005      12      24      1365.7843         0.2658        98.5300
    2005      12      25      1365.8691         0.2664        89.7600
    2005      12      26      1365.9491         0.2677       134.7400
    2005      12      27      1366.0852         0.2685       107.7300
    2005      12      28      1366.1005         0.2687       113.5200
    2005      12      29      1366.0492         0.2687       143.0100
    2005      12      30      1366.0834         0.2685       111.4400
    2005      12      31      1366.0449         0.2683       120.8300
    2006       1       1      1366.0983         0.2687       113.1500
    2006       1       2      1366.0696         0.2679        71.3300
    2006       1       3      1366.0153         0.2671        47.4500
    2006       1       4      1365.9978         0.2667        29.1400
    2006       1       5      1365.9574         0.2662        17.7700
    2006       1       6      1365.8666         0.2653         9.0100
    2006       1       7      1365.8619         0.2653         9.0900
    2006       1       8      1365.8417         0.2651        12.0100
    2006       1       9      1365.8868         0.2655        10.3000
    2006       1      10      1365.8667         0.2653        12.3100
    2006       1      11      1365.7878         0.2646         9.0500
    2006       1      12      1365.8516         0.2652        11.3200
    2006       1      13      1365.7968         0.2646         0.0000
    2006       1      14      1365.7827         0.2646        14.4850
    2006       1      15      1365.7953         0.2649        28.9700
    2006       1      16      1365.8334         0.2660        87.5000
    2006       1      17      1365.8757         0.2660        53.6500
    2006       1      18      1365.8585         0.2657        43.4800
    2006       1      19      1365.8223         0.2658        79.0700
    2006       1      20      1365.7656         0.2656        99.5200
    2006       1      21      1365.7896         0.2662       131.4800
    2006       1      22      1365.8746         0.2666       101.7800
    2006       1      23      1365.7896         0.2670       190.2100
    2006       1      24      1365.8213         0.2672       183.4100
    2006       1      25      1365.9792         0.2674        92.4800
    2006       1      26      1366.0760         0.2675        33.9400
    2006       1      27      1366.0610         0.2670        13.3100
    2006       1      28      1366.0475         0.2668         2.4000
    2006       1      29      1365.9338         0.2658         5.3100
    2006       1      30      1365.9382         0.2658         0.0000
    2006       1      31      1365.9105         0.2656         0.0000
    2006       2       1      1365.8668         0.2652         0.0000
    2006       2       2      1365.8528         0.2651         0.0000
    2006       2       3      1365.8275         0.2648         0.0000
    2006       2       4      1365.8719         0.2652         0.0000
    2006       2       5      1365.8698         0.2652         0.0000
    2006       2       6      1365.8523         0.2651         0.0000
    2006       2       7      1365.8077         0.2647         5.9400
    2006       2       8      1365.8236         0.2649         6.1400
    2006       2       9      1365.7487         0.2643        10.4400
    2006       2      10      1365.8730         0.2653         6.0300
    2006       2      11      1365.8737         0.2653         3.0300
    2006       2      12      1365.7982         0.2646         0.0000
    2006       2      13      1365.8257         0.2649         4.5600
    2006       2      14      1365.7893         0.2646         5.0300
    2006       2      15      1365.7905         0.2647        17.3500
    2006       2      16      1365.8591         0.2654        22.5700
    2006       2      17      1365.8708         0.2653         7.8200
    2006       2      18      1365.9299         0.2658         6.0400
    2006       2      19      1365.9620         0.2662        12.0200
    2006       2      20      1366.0393         0.2667         0.0000
    2006       2      21      1366.0082         0.2664         0.0000
    2006       2      22      1365.9541         0.2659         0.0000
    2006       2      23      1365.9285         0.2657         0.0000
    2006       2      24      1365.9257         0.2657         0.0000
    2006       2      25      1365.8966         0.2654         0.0000
    2006       2      26      1365.8431         0.2650         0.0000
    2006       2      27      1365.8369         0.2649         1.0400
    2006       2      28      1365.9130         0.2656         3.3700
    2006       3       1      1365.8107         0.2647         0.0000
    2006       3       2      1365.7908         0.2645         0.0000
    2006       3       3      1365.7963         0.2646         0.0000
    2006       3       4      1365.7772         0.2645         8.4200
    2006       3       5      1365.8313         0.2650        12.6400
    2006       3       6      1365.8407         0.2651        14.7100
    2006       3       7      1365.8005         0.2649        21.1600
    2006       3       8      1365.7317         0.2643        21.8600
    2006       3       9      1365.7288         0.2641         5.8400
    2006       3      10      1365.7114         0.2639         5.4900
    2006       3      11      1365.7512         0.2642         0.0000
    2006       3      12      1365.7000         0.2639        11.4400
    2006       3      13      1365.6938         0.2639        14.1100
    2006       3      14      1365.7394         0.2642         8.2100
    2006       3      15      1365.7666         0.2644         9.7400
    2006       3      16      1365.7661         0.2645        12.2600
    2006       3      17      1365.7960         0.2648        16.1500
    2006       3      18      1365.8087         0.2649        18.2800
    2006       3      19      1365.7925         0.2653        56.4300
    2006       3      20      1365.7714         0.2654        81.1200
    2006       3      21      1365.8251         0.2657        63.3000
    2006       3      22      1365.8696         0.2658        47.8100
    2006       3      23      1365.9088         0.2658        21.2300
    2006       3      24      1365.8549         0.2653        14.9600
    2006       3      25      1365.8367         0.2650         7.4800
    2006       3      26      1365.8168         0.2647         0.0000
    2006       3      27      1365.8223         0.2648         0.0000
    2006       3      28      1365.8250         0.2649         2.9600
    2006       3      29      1365.7249         0.2644        37.8600
    2006       3      30      1365.7107         0.2649        80.1000
    2006       3      31      1365.6519         0.2655       166.5800
    2006       4       1      1365.6102         0.2659       222.6000
    2006       4       2      1365.4718         0.2660       325.7400
    2006       4       3      1365.4319         0.2662       363.5900
    2006       4       4      1365.2795         0.2670       526.9300
    2006       4       5      1365.4033         0.2672       459.9400
    2006       4       6      1365.6166         0.2672       315.3300
    2006       4       7      1365.8157         0.2666       143.8200
    2006       4       8      1365.9008         0.2666        83.5000
    2006       4       9      1365.9647         0.2666        44.2200
    2006       4      10      1365.9034         0.2665        73.1500
    2006       4      11      1365.8884         0.2663        72.8600
    2006       4      12      1365.8507         0.2662        85.0700
    2006       4      13      1365.8898         0.2663        71.0100
    2006       4      14      1365.9607         0.2666        43.1900
    2006       4      15      1366.0035         0.2671        58.5000
    2006       4      16      1366.0396         0.2672        36.8600
    2006       4      17      1366.0510         0.2670        18.0100
    2006       4      18      1365.9424         0.2660        12.9400
    2006       4      19      1365.9237         0.2661        29.7900
    2006       4      20      1365.9207         0.2660        26.7200
    2006       4      21      1365.8958         0.2657        19.3000
    2006       4      22      1365.8966         0.2655         8.1200
    2006       4      23      1365.9189         0.2658        12.3200
    2006       4      24      1365.8329         0.2656        51.2400
    2006       4      25      1365.7463         0.2662       159.7100
    2006       4      26      1365.6689         0.2671       272.7600
    2006       4      27      1365.7743         0.2678       256.0900
    2006       4      28      1365.7642         0.2688       343.8000
    2006       4      29      1365.9435         0.2693       265.3600
    2006       4      30      1365.8661         0.2689       283.8800
    2006       5       1      1366.0089         0.2686       161.5000
    2006       5       2      1365.9846         0.2680       132.2700
    2006       5       3      1365.9535         0.2678       143.1000
    2006       5       4      1365.9567         0.2672        96.7900
    2006       5       5      1365.9813         0.2669        51.4400
    2006       5       6      1365.9412         0.2664        40.7900
    2006       5       7      1365.9175         0.2664        57.1100
    2006       5       8      1365.8457         0.2663        96.3100
    2006       5       9      1365.9314         0.2667        75.4700
    2006       5      10      1365.9598         0.2665        36.5700
    2006       5      11      1365.9677         0.2663        18.8600
    2006       5      12      1365.9519         0.2661        11.5000
    2006       5      13      1365.9049         0.2656         6.3500
    2006       5      14      1365.8799         0.2654         4.5300
    2006       5      15      1365.8293         0.2649         0.0000
    2006       5      16      1365.8396         0.2649         0.0000
    2006       5      17      1365.7950         0.2646         0.0000
    2006       5      18      1365.7377         0.2641         3.8100
    2006       5      19      1365.7209         0.2640         5.3400
    2006       5      20      1365.6860         0.2643        50.0900
    2006       5      21      1365.7113         0.2645        49.8300
    2006       5      22      1365.7863         0.2652        53.1600
    2006       5      23      1365.8881         0.2662        59.6900
    2006       5      24      1365.9398         0.2670        88.8200
    2006       5      25      1365.9984         0.2672        68.1100
    2006       5      26      1366.0227         0.2674        66.7900
    2006       5      27      1366.0575         0.2677        66.1300
    2006       5      28      1366.1207         0.2683        71.5000
    2006       5      29      1366.1405         0.2682        50.6300
    2006       5      30      1366.0873         0.2677        47.5600
    2006       5      31      1366.0437         0.2670        17.3200
    2006       6       1      1366.0383         0.2667         2.9700
    2006       6       2      1365.9828         0.2662         0.0000
    2006       6       3      1365.9043         0.2655         0.0000
    2006       6       4      1365.8350         0.2652        21.2700
    2006       6       5      1365.8602         0.2658        53.6000
    2006       6       6      1365.8282         0.2661        92.5800
    2006       6       7      1365.8060         0.2663       124.5600
    2006       6       8      1365.6962         0.2664       201.7900
    2006       6       9      1365.6555         0.2665       242.4600
    2006       6      10      1365.6643         0.2662       208.1500
    2006       6      11      1365.8279         0.2662       100.4500
    2006       6      12      1365.8706         0.2660        58.6700
    2006       6      13      1365.7574         0.2650        54.8500
    2006       6      14      1365.8094         0.2650        23.4900
    2006       6      15      1365.8795         0.2654         8.5100
    2006       6      16      1365.7954         0.2649        28.3000
    2006       6      17      1365.7070         0.2641        20.4800
    2006       6      18      1365.7488         0.2643        10.6700
    2006       6      19      1365.7495         0.2645        24.1300
    2006       6      20      1365.7927         0.2649        28.6500
    2006       6      21      1365.7513         0.2650        59.4000
    2006       6      22      1365.8604         0.2651         0.0000
    2006       6      23      1365.8900         0.2654         0.0000
    2006       6      24      1365.9448         0.2659         0.0000
    2006       6      25      1365.9248         0.2657         2.5900
    2006       6      26      1365.8640         0.2653        12.0500
    2006       6      27      1365.8752         0.2655        17.1200
    2006       6      28      1365.9404         0.2666        58.1100
    2006       6      29      1365.9255         0.2669        91.7100
    2006       6      30      1365.8386         0.2669       147.6600
    2006       7       1      1365.8580         0.2668       127.1600
    2006       7       2      1365.7976         0.2670       181.3900
    2006       7       3      1365.6865         0.2670       257.3600
    2006       7       4      1365.7201         0.2673       255.5400
    2006       7       5      1365.6766         0.2672       278.9500
    2006       7       6      1365.7153         0.2670       235.1300
    2006       7       7      1365.7715         0.2667       177.0200
    2006       7       8      1365.7683         0.2660       125.5600
    2006       7       9      1365.8407         0.2656        48.7200
    2006       7      10      1365.8517         0.2654        22.8400
    2006       7      11      1365.8312         0.2650        12.3100
    2006       7      12      1365.8212         0.2649         5.5000
    2006       7      13      1365.8475         0.2651         5.1200
    2006       7      14      1365.8357         0.2650         9.3600
    2006       7      15      1365.8116         0.2650        21.4200
    2006       7      16      1365.7731         0.2646        18.4600
    2006       7      17      1365.7157         0.2642        27.1400
    2006       7      18      1365.7512         0.2649        54.8000
    2006       7      19      1365.7418         0.2648        50.8100
    2006       7      20      1365.8344         0.2650        10.1900
    2006       7      21      1365.8503         0.2651         3.9600
    2006       7      22      1365.8933         0.2655         3.0300
    2006       7      23      1365.8706         0.2656        26.1100
    2006       7      24      1365.8439         0.2655        39.3700
    2006       7      25      1365.8944         0.2660        47.0700
    2006       7      26      1365.8544         0.2658        57.2800
    2006       7      27      1365.8958         0.2658        30.3900
    2006       7      28      1365.8777         0.2660        51.4900
    2006       7      29      1365.8882         0.2662        61.8200
    2006       7      30      1365.9899         0.2665        17.4000
    2006       7      31      1365.9329         0.2659        14.0200
    2006       8       1      1365.9589         0.2660         2.7200
    2006       8       2      1365.9816         0.2662         5.0000
    2006       8       3      1365.9017         0.2655         4.0800
    2006       8       4      1365.8256         0.2648         0.0000
    2006       8       5      1365.7284         0.2640         0.0000
    2006       8       6      1365.7296         0.2640         0.0000
    2006       8       7      1365.7162         0.2639         0.0000
    2006       8       8      1365.6912         0.2637         4.3400
    2006       8       9      1365.7427         0.2643        15.7700
    2006       8      10      1365.8063         0.2650        29.5200
    2006       8      11      1365.6161         0.2650       151.2600
    2006       8      12      1365.4447         0.2651       274.8900
    2006       8      13      1365.3542         0.2652       341.0500
    2006       8      14      1365.3556         0.2660       397.9800
    2006       8      15      1365.3134         0.2662       441.9900
    2006       8      16      1365.4637         0.2666       372.4500
    2006       8      17      1365.5056         0.2666       344.9500
    2006       8      18      1365.5942         0.2666       290.3600
    2006       8      19      1365.7638         0.2666       175.9700
    2006       8      20      1365.8536         0.2663        95.3200
    2006       8      21      1365.9742         0.2663        17.4300
    2006       8      22      1365.9136         0.2661        38.0200
    2006       8      23      1365.8551         0.2661        80.4600
    2006       8      24      1365.7404         0.2658       127.7600
    2006       8      25      1365.6748         0.2655       150.5700
    2006       8      26      1365.6780         0.2665       221.0800
    2006       8      27      1365.6494         0.2664       233.1100
    2006       8      28      1365.7173         0.2662       177.7500
    2006       8      29      1365.8145         0.2660        98.8600
    2006       8      30      1365.8131         0.2656        68.7900
    2006       8      31      1365.7310         0.2648        59.2500
    2006       9       1      1365.6863         0.2641        35.8600
    2006       9       2      1365.7073         0.2640        15.0400
    2006       9       3      1365.7662         0.2643         0.0000
    2006       9       4      1365.8591         0.2651         0.0000
    2006       9       5      1365.9104         0.2658        16.4900
    2006       9       6      1365.9825         0.2673        81.1700
    2006       9       7      1365.9840         0.2673        81.3800
    2006       9       8      1365.9570         0.2678       141.0800
    2006       9       9      1365.9241         0.2681       183.4400
    2006       9      10      1365.9353         0.2682       186.5500
    2006       9      11      1365.9166         0.2675       146.3600
    2006       9      12      1365.9429         0.2674       117.9500
    2006       9      13      1365.9235         0.2671       111.6600
    2006       9      14      1365.9272         0.2667        71.4600
    2006       9      15      1365.7712         0.2651        53.1900
    2006       9      16      1365.8091         0.2651        31.4700
    2006       9      17      1365.8589         0.2653        12.7400
    2006       9      18      1365.8391         0.2650         6.7600
    2006       9      19      1365.8214         0.2649         9.4400
    2006       9      20      1365.8806         0.2654         4.3300
    2006       9      21      1365.8732         0.2653         7.9300
    2006       9      22      1365.8306         0.2652        28.7800
    2006       9      23      1365.8357         0.2651        14.7800
    2006       9      24      1365.7819         0.2646        10.5000
    2006       9      25      1365.7900         0.2646         4.2300
    2006       9      26      1365.7288         0.2640         2.0100
    2006       9      27      1365.7341         0.2641         2.7600
    2006       9      28      1365.7665         0.2644         8.3000
    2006       9      29      1365.7632         0.2647        30.0400
    2006       9      30      1365.7495         0.2647        40.3600
    2006      10       1      1365.8383         0.2654        37.8100
    2006      10       2      1365.9009         0.2660        35.8800
    2006      10       3      1365.8060         0.2651        32.8000
    2006      10       4      1365.8822         0.2657        31.9300
    2006      10       5      1365.9409         0.2663        33.8300
    2006      10       6      1365.9652         0.2663        21.1000
    2006      10       7      1365.9277         0.2660        19.5800
    2006      10       8      1365.9802         0.2663         7.6700
    2006      10       9      1365.9919         0.2664        11.1400
    2006      10      10      1365.9651         0.2662         8.5400
    2006      10      11      1365.9276         0.2657         0.0000
    2006      10      12      1365.8770         0.2653         0.0000
    2006      10      13      1365.8380         0.2649         0.0000
    2006      10      14      1365.8092         0.2647         0.0000
    2006      10      15      1365.7246         0.2639         0.0000
    2006      10      16      1365.6908         0.2636         0.0000
    2006      10      17      1365.7557         0.2642         0.0000
    2006      10      18      1365.7922         0.2645         0.0000
    2006      10      19      1365.8049         0.2648        15.6200
    2006      10      20      1365.7913         0.2648        18.4500
    2006      10      21      1365.7799         0.2648        27.3200
    2006      10      22      1365.7615         0.2650        57.7200
    2006      10      23      1365.7511         0.2649        53.7900
    2006      10      24      1365.7780         0.2648        27.1700
    2006      10      25      1365.7236         0.2641        11.6900
    2006      10      26      1365.7568         0.2642         0.0000
    2006      10      27      1365.7076         0.2639         8.5300
    2006      10      28      1365.7103         0.2640        13.0100
    2006      10      29      1365.7906         0.2645         0.0000
    2006      10      30      1365.8381         0.2650         8.0500
    2006      10      31      1365.8297         0.2654        41.2200
    2006      11       1      1365.7546         0.2659       131.4500
    2006      11       2      1365.5876         0.2662       259.5700
    2006      11       3      1365.7072         0.2664       199.1200
    2006      11       4      1365.6329         0.2664       248.0100
    2006      11       5      1365.6819         0.2665       223.1600
    2006      11       6      1365.8495         0.2662        90.2900
    2006      11       7      1365.9158         0.2661        37.5500
    2006      11       8      1365.8544         0.2657        49.3000
    2006      11       9      1365.8651         0.2664        92.9200
    2006      11      10      1365.7300         0.2663       173.4900
    2006      11      11      1365.5586         0.2662       277.9300
    2006      11      12      1365.3741         0.2660       385.4600
    2006      11      13      1365.3094         0.2663       451.6200
    2006      11      14      1365.3759         0.2672       478.8900
    2006      11      15      1365.4502         0.2674       440.2200
    2006      11      16      1365.5093         0.2674       402.5700
    2006      11      17      1365.6819         0.2672       275.1800
    2006      11      18      1365.6831         0.2669       249.3900
    2006      11      19      1365.8558         0.2665       110.2600
    2006      11      20      1365.9147         0.2660        28.1500
    2006      11      21      1365.8749         0.2653         3.6000
    2006      11      22      1365.8153         0.2647         0.0000
    2006      11      23      1365.7866         0.2645         2.1600
    2006      11      24      1365.7631         0.2643         4.3200
    2006      11      25      1365.7793         0.2646        12.0800
    2006      11      26      1365.7825         0.2647        22.7900
    2006      11      27      1365.7997         0.2654        57.7100
    2006      11      28      1365.8215         0.2659        85.4600
    2006      11      29      1365.7443         0.2662       156.1200
    2006      11      30      1365.6440         0.2660       206.2200
    2006      12       1      1365.6603         0.2659       193.9100
    2006      12       2      1365.6689         0.2656       159.4600
    2006      12       3      1365.6835         0.2655       146.9400
    2006      12       4      1365.7518         0.2652        76.7700
    2006      12       5      1365.8527         0.2665       106.4100
    2006      12       6      1365.8903         0.2669       117.1700
    2006      12       7      1365.8513         0.2670       149.4700
    2006      12       8      1365.7283         0.2667       205.7200
    2006      12       9      1365.7051         0.2668       230.3200
    2006      12      10      1365.6257         0.2669       292.9100
    2006      12      11      1365.5142         0.2667       350.1000
    2006      12      12      1365.2971         0.2664       467.6600
    2006      12      13      1365.4377         0.2667       395.9100
    2006      12      14      1365.5203         0.2661       298.4700
    2006      12      15      1365.5616         0.2650       191.3300
    2006      12      16      1365.6332         0.2644        97.2700
    2006      12      17      1365.7371         0.2642        13.8200
    2006      12      18      1365.6987         0.2637         0.0000
    2006      12      19      1365.6084         0.2629         0.0000
    2006      12      20      1365.6195         0.2630         0.0000
    2006      12      21      1365.6650         0.2634         0.0000
    2006      12      22      1365.7642         0.2643         0.0000
    2006      12      23      1365.8226         0.2648         0.0000
    2006      12      24      1365.8295         0.2649         2.2900
    2006      12      25      1365.8418         0.2650         5.1700
    2006      12      26      1365.8536         0.2652        12.8400
    2006      12      27      1365.8556         0.2652         5.7600
    2006      12      28      1365.7893         0.2645         0.0000
    2006      12      29      1365.7787         0.2644         0.0000
    2006      12      30      1365.8322         0.2649         1.5800
    2006      12      31      1365.8926         0.2658        27.4100
    2007       1       1      1365.8925         0.2662        62.3500
    2007       1       2      1365.8043         0.2667       155.4500
    2007       1       3      1365.6796         0.2667       237.6800
    2007       1       4      1365.6465         0.2668       271.0900
    2007       1       5      1365.5687         0.2670       334.0800
    2007       1       6      1365.5389         0.2662       292.5000
    2007       1       7      1365.6855         0.2672       274.1500
    2007       1       8      1365.6274         0.2671       303.4200
    2007       1       9      1365.5679         0.2665       294.8500
    2007       1      10      1365.6749         0.2661       197.8400
    2007       1      11      1365.7502         0.2654        90.0200
    2007       1      12      1365.6931         0.2644        52.5600
    2007       1      13      1365.7164         0.2644        43.1200
    2007       1      14      1365.8171         0.2652        36.5600
    2007       1      15      1365.8154         0.2651        28.6300
    2007       1      16      1365.7638         0.2647        34.6400
    2007       1      17      1365.8347         0.2650         7.8400
    2007       1      18      1365.8282         0.2651        19.1100
    2007       1      19      1365.8501         0.2653        18.7500
    2007       1      20      1365.8054         0.2653        50.9600
    2007       1      21      1365.7853         0.2653        63.3200
    2007       1      22      1365.7710         0.2652        63.2700
    2007       1      23      1365.7220         0.2647        62.5600
    2007       1      24      1365.7058         0.2642        30.7100
    2007       1      25      1365.6766         0.2636         8.2000
    2007       1      26      1365.6719         0.2635         1.2100
    2007       1      27      1365.7246         0.2643        23.9800
    2007       1      28      1365.7899         0.2651        47.4400
    2007       1      29      1365.6647         0.2650       116.3300
    2007       1      30      1365.6138         0.2654       180.6600
    2007       1      31      1365.5529         0.2657       243.9800
    2007       2       1      1365.5226         0.2655       254.7600
    2007       2       2      1365.5493         0.2656       243.3600
    2007       2       3      1365.5879         0.2656       218.5800
    2007       2       4      1365.6254         0.2654       172.8400
    2007       2       5      1365.6678         0.2653       138.0800
    2007       2       6      1365.7008         0.2654       126.8400
    2007       2       7      1365.7344         0.2648        59.6700
    2007       2       8      1365.7397         0.2645        34.3100
    2007       2       9      1365.7468         0.2644        18.2600
    2007       2      10      1365.7196         0.2641        16.9800
    2007       2      11      1365.7614         0.2643         0.0000
    2007       2      12      1365.7899         0.2645         0.0000
    2007       2      13      1365.7024         0.2637         0.0000
    2007       2      14      1365.8258         0.2648         0.0000
    2007       2      15      1365.7338         0.2640         0.0000
    2007       2      16      1365.7748         0.2645         7.6900
    2007       2      17      1365.8065         0.2647         5.4300
    2007       2      18      1365.8000         0.2648        14.5200
    2007       2      19      1365.7542         0.2649        55.5300
    2007       2      20      1365.6835         0.2642        44.2500
    2007       2      21      1365.6987         0.2641        25.6000
    2007       2      22      1365.7300         0.2642        15.2000
    2007       2      23      1365.7883         0.2647        17.4600
    2007       2      24      1365.7891         0.2648        25.3400
    2007       2      25      1365.7385         0.2647        44.5100
    2007       2      26      1365.6776         0.2644        64.9000
