Monthly Average Facular and Sunspot Indices from calc_spot_fac_history.pro
Spot Index is Sunspot Blocking Function with Area-Independent Contrast
Facular Index is on GOME Mg index scale
Mon Apr  6 13:19:17 2015
  YEAR  MONTH        SPOTAV          FACAV
  1882     1        505.2106        0.15333269
  1882     2        975.1804        0.15459436
  1882     3       1352.6442        0.15485398
  1882     4       2517.9660        0.15564026
  1882     5       2104.8058        0.15380880
  1882     6        927.4523        0.15259399
  1882     7        694.1440        0.15282739
  1882     8        925.1323        0.15252679
  1882     9       1350.8190        0.15302040
  1882    10       1933.2087        0.15352189
  1882    11       2770.4887        0.15472777
  1882    12        476.8252        0.15337709
  1883     1       1054.9451        0.15375001
  1883     2        948.4092        0.15332096
  1883     3        754.6338        0.15316998
  1883     4       1481.7003        0.15442056
  1883     5        370.8174        0.15322223
  1883     6       1775.8158        0.15405579
  1883     7       2409.9657        0.15478839
  1883     8        716.1058        0.15389369
  1883     9       1427.8067        0.15454499
  1883    10       2000.4501        0.15553130
  1883    11       2022.3264        0.15692469
  1883    12       1638.9594        0.15665538
  1884     1       1908.6837        0.15760617
  1884     2       1804.6265        0.15755529
  1884     3       1572.1856        0.15732089
  1884     4       1880.3472        0.15608438
  1884     5       1401.8545        0.15575329
  1884     6        618.6085        0.15502602
  1884     7        717.9752        0.15427829
  1884     8        862.7967        0.15423308
  1884     9       1317.6950        0.15444033
  1884    10       1220.7337        0.15363032
  1884    11        543.9131        0.15298383
  1884    12       1114.9476        0.15364086
  1885     1        649.6826        0.15370363
  1885     2       1338.8460        0.15465032
  1885     3        945.4103        0.15338675
  1885     4       1069.0245        0.15345432
  1885     5       1271.5158        0.15533445
  1885     6       2132.5784        0.15525657
  1885     7       1321.2369        0.15453992
  1885     8        742.1639        0.15332851
  1885     9        783.0957        0.15271087
  1885    10        818.3050        0.15238011
  1885    11        524.9544        0.15184137
  1885    12        253.8223        0.15106399
  1886     1        660.9897        0.15093645
  1886     2        384.6093        0.15113505
  1886     3       1266.1125        0.15246937
  1886     4        706.6820        0.15211125
  1886     5        797.2243        0.15110053
  1886     6        435.8879        0.15099879
  1886     7        543.3474        0.15069487
  1886     8        141.0715        0.15023920
  1886     9        259.6605        0.15005843
  1886    10         76.2289        0.14904692
  1886    11          2.5099        0.14839025
  1886    12        245.9063        0.14898516
  1887     1        108.1517        0.14917908
  1887     2         83.6714        0.14936588
  1887     3         27.5059        0.14886205
  1887     4         55.7108        0.14889170
  1887     5        307.5952        0.14963070
  1887     6        354.5380        0.14990418
  1887     7        386.0630        0.15004262
  1887     8        210.5515        0.14976042
  1887     9        178.5025        0.14879822
  1887    10         83.1794        0.14872445
  1887    11         52.3995        0.14875534
  1887    12        682.1128        0.14921616
  1888     1        153.0741        0.14926971
  1888     2        117.8637        0.14860080
  1888     3        115.7191        0.14852484
  1888     4         26.7924        0.14856227
  1888     5        218.1035        0.14841782
  1888     6         50.2760        0.14845366
  1888     7         24.1726        0.14837288
  1888     8         60.5373        0.14858113
  1888     9        137.8616        0.14881986
  1888    10         10.0190        0.14833955
  1888    11        309.7131        0.14860114
  1888    12        107.3148        0.14846089
  1889     1          4.0031        0.14804228
  1889     2         45.6920        0.14825234
  1889     3         27.6352        0.14848039
  1889     4         34.9931        0.14825799
  1889     5          9.9479        0.14810875
  1889     6        260.0671        0.14844659
  1889     7        188.8759        0.14897525
  1889     8        319.7234        0.14930255
  1889     9        100.3649        0.14867232
  1889    10         14.3369        0.14819413
  1889    11          0.0000        0.14800517
  1889    12         56.4307        0.14835131
  1890     1         37.3467        0.14845451
  1890     2          1.2063        0.14814370
  1890     3         64.8183        0.14824073
  1890     4         13.8597        0.14828318
  1890     5         26.7427        0.14858704
  1890     6          9.4167        0.14843282
  1890     7        137.9410        0.14893586
  1890     8        231.8530        0.14912533
  1890     9        267.1404        0.14956888
  1890    10        260.1836        0.14906136
  1890    11        245.5408        0.14882063
  1890    12         82.1578        0.14908755
  1891     1        227.9370        0.14973109
  1891     2        334.7884        0.15058710
  1891     3        138.6108        0.15027451
  1891     4        405.3093        0.15122571
  1891     5        653.0880        0.15296937
  1891     6        738.7312        0.15342738
  1891     7       1102.0728        0.15351578
  1891     8        515.2281        0.15319581
  1891     9       1395.3982        0.15338375
  1891    10        757.4047        0.15358619
  1891    11        758.4077        0.15308981
  1891    12        563.5205        0.15278815
  1892     1       1295.3538        0.15496299
  1892     2       2114.3939        0.15494328
  1892     3        813.4520        0.15416866
  1892     4       1109.1870        0.15534148
  1892     5       1801.4163        0.15607970
  1892     6       1236.0616        0.15666521
  1892     7       2167.3458        0.15594408
  1892     8       1695.1613        0.15706427
  1892     9       1098.3208        0.15565705
  1892    10       1092.0821        0.15527083
  1892    11       1099.6984        0.15500088
  1892    12       1040.0614        0.15642470
  1893     1       1442.0565        0.15577816
  1893     2       1420.8883        0.15542942
  1893     3       1086.3967        0.15615590
  1893     4       1407.9376        0.15786561
  1893     5       1319.3461        0.15894252
  1893     6       1631.6300        0.15873989
  1893     7       1800.0323        0.15913054
  1893     8       2736.5926        0.16076505
  1893     9       2071.8438        0.15825384
  1893    10       1707.2411        0.15854935
  1893    11       1619.4360        0.15787494
  1893    12       2348.3476        0.15811261
  1894     1       1872.8251        0.16013005
  1894     2       1711.6526        0.15912445
  1894     3        741.4829        0.15707767
  1894     4       1876.2195        0.15764691
  1894     5       2036.5895        0.15914047
  1894     6       2193.9758        0.16015844
  1894     7       2040.2230        0.16031946
  1894     8       1442.3590        0.15775691
  1894     9        772.6368        0.15717119
  1894    10       1471.2824        0.15630177
  1894    11        716.9901        0.15612956
  1894    12       1153.7087        0.15594509
  1895     1       1116.4529        0.15624948
  1895     2       1078.2077        0.15713272
  1895     3       1242.4932        0.15663295
  1895     4       1209.2059        0.15690038
  1895     5       1026.9688        0.15631098
  1895     6       1356.1147        0.15615650
  1895     7        509.6281        0.15549875
  1895     8       1681.7523        0.15545996
  1895     9       1024.0531        0.15490700
  1895    10       1543.5273        0.15472693
  1895    11        854.8109        0.15487270
  1895    12       1228.1229        0.15573519
  1896     1        308.3755        0.15362448
  1896     2        986.4575        0.15367586
  1896     3        634.8643        0.15342666
  1896     4        528.7845        0.15285409
  1896     5        264.1846        0.15166671
  1896     6        999.9731        0.15240333
  1896     7        594.9618        0.15281933
  1896     8        348.2738        0.15172689
  1896     9       1390.6171        0.15251400
  1896    10        375.1985        0.15209391
  1896    11        671.6293        0.15245721
  1896    12        727.2960        0.15281709
  1897     1       1604.0723        0.15274566
  1897     2       1132.7703        0.15232878
  1897     3        598.5056        0.15239498
  1897     4        431.6224        0.15231058
  1897     5        541.1547        0.15077503
  1897     6        222.9305        0.15030916
  1897     7        222.5477        0.15145091
  1897     8        519.0787        0.15147436
  1897     9        884.2656        0.15242640
  1897    10        114.8525        0.15087281
  1897    11         36.5399        0.14978795
  1897    12        825.9667        0.15116366
  1898     1        488.1528        0.15213413
  1898     2        710.1106        0.15183782
  1898     3        778.5809        0.15127440
  1898     4        186.1029        0.15022888
  1898     5        274.5516        0.15076477
  1898     6         87.1387        0.15045674
  1898     7         65.7139        0.14973756
  1898     8        606.6335        0.15088925
  1898     9       1023.6165        0.15088898
  1898    10        779.5533        0.15133824
  1898    11        427.6213        0.15113713
  1898    12        236.2920        0.14995785
  1899     1        265.2792        0.14990919
  1899     2         66.5726        0.14931754
  1899     3        328.0552        0.14947634
  1899     4        185.9851        0.14974165
  1899     5         62.3599        0.14937291
  1899     6        280.4015        0.14973648
  1899     7        222.8812        0.14951945
  1899     8          2.0426        0.14848932
  1899     9         52.5799        0.14851262
  1899    10        108.4126        0.14885050
  1899    11         40.1203        0.14893521
  1899    12         69.3985        0.14926241
  1900     1         79.0955        0.14910426
  1900     2        137.8024        0.14917618
  1900     3        140.1374        0.14894800
  1900     4         97.6912        0.14944060
  1900     5        229.8950        0.14943382
  1900     6        139.6523        0.14927138
  1900     7         60.6168        0.14893981
  1900     8         14.5098        0.14860782
  1900     9         27.9320        0.14882168
  1900    10        157.6717        0.14885786
  1900    11         20.8791        0.14848653
  1900    12          0.0000        0.14809389
  1901     1          0.4070        0.14800741
  1901     2          6.6376        0.14812370
  1901     3         15.9543        0.14829659
  1901     4          0.0000        0.14814486
  1901     5        273.2348        0.14846604
  1901     6         58.7947        0.14871079
  1901     7          0.5819        0.14825680
  1901     8          0.0000        0.14809920
  1901     9          0.5244        0.14809298
  1901    10         15.0630        0.14831262
  1901    11         53.0216        0.14858918
  1901    12          0.0000        0.14831237
  1902     1        154.0374        0.14849884
  1902     2          0.5240        0.14830104
  1902     3        220.1617        0.14860548
  1902     4          0.0000        0.14830885
  1902     5         43.0521        0.14844822
  1902     6          4.8616        0.14843714
  1902     7          0.6101        0.14832489
  1902     8          3.8848        0.14841944
  1902     9         78.5312        0.14893760
  1902    10        199.8667        0.14940881
  1902    11        170.5669        0.14898185
  1902    12          4.3285        0.14863709
  1903     1         37.1357        0.14921731
  1903     2        138.4746        0.15023938
  1903     3        193.0450        0.15007486
  1903     4        389.3289        0.15076581
  1903     5         87.2450        0.15049119
  1903     6        140.2025        0.15048801
  1903     7        319.9079        0.15108853
  1903     8        149.1684        0.15117460
  1903     9         67.6884        0.15037389
  1903    10       1236.0989        0.15126396
  1903    11       1024.4070        0.15249176
  1903    12        629.5721        0.15378476
  1904     1        452.7160        0.15238508
  1904     2        452.5647        0.15165987
  1904     3        418.5690        0.15297065
  1904     4       1115.5843        0.15349915
  1904     5        287.6217        0.15396038
  1904     6        424.0776        0.15353391
  1904     7        610.7164        0.15391308
  1904     8        672.9608        0.15381364
  1904     9        248.9597        0.15315148
  1904    10        752.7066        0.15422274
  1904    11        424.9696        0.15420169
  1904    12        878.1613        0.15542269
  1905     1       1198.2060        0.15577659
  1905     2       2482.8572        0.15614075
  1905     3       1666.0256        0.15402398
  1905     4        523.1176        0.15357834
  1905     5        828.7711        0.15395301
  1905     6        843.5264        0.15440052
  1905     7       1743.3268        0.15506355
  1905     8       1284.4170        0.15561911
  1905     9        800.5000        0.15564641
  1905    10       2565.6356        0.15542946
  1905    11       2311.9928        0.15745607
  1905    12        911.5541        0.15602822
  1906     1        916.3634        0.15434471
  1906     2        476.0369        0.15363698
  1906     3       1248.7035        0.15523854
  1906     4        811.2048        0.15500527
  1906     5       1233.9546        0.15485864
  1906     6        824.0272        0.15593060
  1906     7       1843.6749        0.15896103
  1906     8        832.0743        0.15548443
  1906     9        647.9176        0.15472968
  1906    10         82.1261        0.15200340
  1906    11        685.7640        0.15304885
  1906    12       1269.0413        0.15548356
  1907     1       1428.6132        0.15728878
  1907     2       2931.4444        0.15793020
  1907     3        973.7311        0.15660053
  1907     4        806.2640        0.15454151
  1907     5        703.8189        0.15308416
  1907     6       1110.5627        0.15261447
  1907     7       1033.5125        0.15329878
  1907     8        852.5456        0.15534954
  1907     9       1648.1667        0.15681574
  1907    10       1396.7198        0.15635958
  1907    11       1242.2621        0.15530810
  1907    12       1218.6506        0.15424879
  1908     1        554.9354        0.15407694
  1908     2        292.7338        0.15360902
  1908     3        258.1290        0.15350710
  1908     4        820.3795        0.15481689
  1908     5        547.0547        0.15478081
  1908     6        866.3232        0.15441514
  1908     7        369.7773        0.15410762
  1908     8       2122.9998        0.15515936
  1908     9       2082.5899        0.15573361
  1908    10        425.6903        0.15373555
  1908    11        949.1934        0.15333897
  1908    12        679.0937        0.15347552
  1909     1       1492.1280        0.15434687
  1909     2        895.7349        0.15411363
  1909     3       1226.3314        0.15429728
  1909     4        617.5385        0.15290090
  1909     5        606.9244        0.15216363
  1909     6        315.0651        0.15157796
  1909     7        711.1959        0.15194831
  1909     8        161.0259        0.15215105
  1909     9        757.9864        0.15259450
  1909    10       1021.0671        0.15434347
  1909    11       1007.4067        0.15460935
  1909    12       1005.8078        0.15436901
  1910     1        490.1272        0.15281914
  1910     2        801.3531        0.15163005
  1910     3        299.8354        0.15092472
  1910     4         63.0720        0.15016683
  1910     5        398.3750        0.15084917
  1910     6         87.3732        0.15017307
  1910     7        230.8114        0.15009746
  1910     8        217.1616        0.15007457
  1910     9        424.1144        0.15096727
  1910    10        661.5967        0.15131295
  1910    11         39.4349        0.14958702
  1910    12         40.9617        0.14900797
  1911     1         46.1505        0.14890714
  1911     2         93.3230        0.14916893
  1911     3         99.2774        0.14956527
  1911     4        301.4856        0.15043884
  1911     5        113.9383        0.14991867
  1911     6         30.5365        0.14905266
  1911     7         20.6575        0.14891826
  1911     8         36.4072        0.14887606
  1911     9         70.5848        0.14876115
  1911    10         27.2950        0.14863852
  1911    11         75.4981        0.14873092
  1911    12         18.3546        0.14857081
  1912     1          0.0000        0.14833387
  1912     2          0.0000        0.14836595
  1912     3         69.2307        0.14869665
  1912     4         82.5040        0.14862390
  1912     5         27.6988        0.14873915
  1912     6         86.5731        0.14892749
  1912     7         15.5303        0.14868080
  1912     8          0.2746        0.14858943
  1912     9         59.8149        0.14904087
  1912    10         71.8255        0.14872516
  1912    11          3.7621        0.14852962
  1912    12        109.2350        0.14878132
  1913     1         12.6573        0.14868721
  1913     2         25.4617        0.14871879
  1913     3          0.3430        0.14849650
  1913     4          5.1179        0.14848502
  1913     5          0.0000        0.14837464
  1913     6          0.0000        0.14838276
  1913     7         11.0511        0.14853183
  1913     8          0.0000        0.14842922
  1913     9          3.3861        0.14851198
  1913    10         19.1835        0.14870731
  1913    11          3.0200        0.14863222
  1913    12         28.4465        0.14871551
  1914     1         13.5209        0.14882963
  1914     2         14.7909        0.14883045
  1914     3         16.8021        0.14908804
  1914     4        335.8589        0.14984208
  1914     5         54.7454        0.14960504
  1914     6        193.7664        0.14954846
  1914     7         45.5234        0.14940712
  1914     8        325.2330        0.14961915
  1914     9        371.6504        0.15025042
  1914    10         48.5595        0.15010266
  1914    11        213.5125        0.15091742
  1914    12        352.1572        0.15191923
  1915     1        348.5025        0.15246287
  1915     2        714.4243        0.15331085
  1915     3        482.2818        0.15416027
  1915     4       1099.9843        0.15359400
  1915     5        593.1301        0.15350553
  1915     6       1168.0475        0.15465587
  1915     7       1413.9758        0.15561371
  1915     8       1174.1249        0.15554133
  1915     9        906.6955        0.15477344
  1915    10        751.1569        0.15412896
  1915    11        448.3795        0.15438441
  1915    12        372.8139        0.15412483
  1916     1        624.4005        0.15523292
  1916     2        823.2237        0.15606491
  1916     3       1101.9982        0.15601493
  1916     4        928.7840        0.15654877
  1916     5       1354.2834        0.15731395
  1916     6       1287.7620        0.15667154
  1916     7        713.9448        0.15601466
  1916     8        368.3048        0.15509853
  1916     9        468.1667        0.15525907
  1916    10        868.5936        0.15547985
  1916    11        786.3627        0.15655644
  1916    12        812.0919        0.15637039
  1917     1       1251.9030        0.15788437
  1917     2       1779.3997        0.15778016
  1917     3       1334.2855        0.15885644
  1917     4       1079.1680        0.15833522
  1917     5       1854.4576        0.16045577
  1917     6       2010.2315        0.16266860
  1917     7       1950.2903        0.16312690
  1917     8       3434.0846        0.16475045
  1917     9       2141.9859        0.16294378
  1917    10       1087.1025        0.15924089
  1917    11       1252.3752        0.16004921
  1917    12       2703.7407        0.16258512
  1918     1       1996.4976        0.16057272
  1918     2        968.2343        0.15822287
  1918     3        999.2767        0.15805962
  1918     4       1153.3734        0.15845388
  1918     5       1056.5595        0.15844084
  1918     6        688.0003        0.15788436
  1918     7       1587.2674        0.16006362
  1918     8       2033.9515        0.15965999
  1918     9       1088.7560        0.15838851
  1918    10       1468.2927        0.15866900
  1918    11       1291.0368        0.15852665
  1918    12       1250.0093        0.15643124
  1919     1        767.9381        0.15541214
  1919     2       1682.3466        0.15651247
  1919     3       1409.8354        0.15629068
  1919     4        875.1611        0.15594543
  1919     5       2011.9840        0.15782142
  1919     6       2195.7411        0.16033305
  1919     7       1035.3107        0.15896932
  1919     8       1667.1004        0.15776179
  1919     9       1217.1134        0.15625651
  1919    10        912.1262        0.15533697
  1919    11        950.2576        0.15420527
  1919    12        397.9507        0.15416003
  1920     1       1512.3329        0.15375926
  1920     2        686.2444        0.15516127
  1920     3       1704.9967        0.15456046
  1920     4        350.0456        0.15265250
  1920     5        341.9048        0.15393554
  1920     6        615.5904        0.15405316
  1920     7        482.5685        0.15308615
  1920     8        190.1234        0.15216229
  1920     9        906.1715        0.15239951
  1920    10        724.6018        0.15390051
  1920    11        713.2389        0.15275525
  1920    12        534.0560        0.15273872
  1921     1        554.7874        0.15251030
  1921     2        373.3583        0.15231964
  1921     3        461.9889        0.15234795
  1921     4        470.3883        0.15274058
  1921     5        669.0083        0.15169009
  1921     6        514.5400        0.15264952
  1921     7        748.3156        0.15301313
  1921     8        352.7551        0.15153057
  1921     9        343.6925        0.15105328
  1921    10        369.9012        0.15098169
  1921    11        591.8112        0.15088458
  1921    12        518.0392        0.15095892
  1922     1         99.8926        0.15099347
  1922     2        559.9620        0.15157336
  1922     3       1533.1332        0.15280054
  1922     4         97.5491        0.15117355
  1922     5        171.2284        0.15008552
  1922     6         18.5968        0.14989870
  1922     7        171.2534        0.14998123
  1922     8         78.6759        0.14965196
  1922     9         64.7448        0.14971613
  1922    10         41.2408        0.14987137
  1922    11        175.0759        0.15004720
  1922    12        619.0449        0.15038162
  1923     1         61.9938        0.14969251
  1923     2          2.7014        0.14920748
  1923     3         22.9822        0.14922252
  1923     4         43.8135        0.14957496
  1923     5         19.3005        0.14944506
  1923     6        117.3648        0.14972504
  1923     7         32.6361        0.14945031
  1923     8          2.5226        0.14940861
  1923     9        160.0589        0.15025745
  1923    10        146.7928        0.15051289
  1923    11        127.0341        0.15009554
  1923    12         34.6431        0.14950407
  1924     1          1.7090        0.14909126
  1924     2         93.4857        0.14921445
  1924     3         25.9631        0.14938003
  1924     4        192.2123        0.15006810
  1924     5        246.4108        0.15138925
  1924     6        457.8661        0.15171042
  1924     7        417.7536        0.15236517
  1924     8        449.3703        0.15211107
  1924     9        474.8043        0.15181000
  1924    10        498.4756        0.15200960
  1924    11        622.5551        0.15125763
  1924    12        205.1156        0.15115736
  1925     1         36.8493        0.15048474
  1925     2        380.5812        0.15163263
  1925     3        261.7634        0.15160852
  1925     4        286.3213        0.15363671
  1925     5        793.3167        0.15440906
  1925     6        688.7888        0.15513951
  1925     7        549.6560        0.15457328
  1925     8        510.9453        0.15435662
  1925     9        769.0054        0.15698918
  1925    10       1463.3670        0.15734840
  1925    11       1712.8912        0.15639600
  1925    12       3840.0001        0.15938122
  1926     1       2772.1079        0.15857456
  1926     2       2046.2672        0.15757810
  1926     3       1516.5954        0.15676061
  1926     4        436.4995        0.15584482
  1926     5       1297.8183        0.15656193
  1926     6       1510.7891        0.15731978
  1926     7        996.8755        0.15631636
  1926     8        891.5092        0.15640724
  1926     9       1391.9267        0.15650850
  1926    10       1550.2364        0.15715549
  1926    11        791.9544        0.15739106
  1926    12       1683.5938        0.15841100
  1927     1       2139.8733        0.15838431
  1927     2       1721.6480        0.16057008
  1927     3        951.8632        0.15984439
  1927     4       1584.8723        0.16034502
  1927     5       1135.7195        0.15936540
  1927     6       1047.4390        0.15696564
  1927     7        980.8787        0.15629691
  1927     8       1090.3941        0.15577904
  1927     9       1325.3302        0.15722797
  1927    10        888.1038        0.15713914
  1927    11       1263.4840        0.15671284
  1927    12        634.0529        0.15536458
  1928     1       1830.2759        0.15762621
  1928     2       1283.2251        0.15845422
  1928     3       1841.1665        0.15894919
  1928     4       1597.8737        0.15895660
  1928     5       1508.9407        0.15778734
  1928     6       1676.9253        0.15906824
  1928     7       2244.9812        0.15973107
  1928     8       1615.9198        0.15997280
  1928     9       2665.8206        0.15843483
  1928    10       1197.7004        0.15739950
  1928    11        919.2048        0.15687151
  1928    12       1277.3788        0.15650684
  1929     1       1269.6093        0.15677603
  1929     2        974.9106        0.15679145
  1929     3       1236.1019        0.15574198
  1929     4       1111.4200        0.15618202
  1929     5       1052.6718        0.15713134
  1929     6       1321.8579        0.15847057
  1929     7       1238.1285        0.15891679
  1929     8        911.0970        0.15824842
  1929     9        316.8157        0.15575032
  1929    10       1670.0418        0.15547388
  1929    11       2854.8502        0.15794972
  1929    12       3776.5095        0.16123577
  1930     1       1294.0504        0.15858433
  1930     2        781.6766        0.15677227
  1930     3        799.5350        0.15422147
  1930     4        701.5355        0.15428793
  1930     5        602.9143        0.15397957
  1930     6        371.2712        0.15359376
  1930     7        176.8859        0.15329342
  1930     8        339.0866        0.15302883
  1930     9        432.7587        0.15376405
  1930    10        897.7721        0.15297959
  1930    11        778.6944        0.15308081
  1930    12        252.4079        0.15327271
  1931     1        152.6316        0.15233807
  1931     2        987.4829        0.15318928
  1931     3        691.1314        0.15343211
  1931     4        471.3419        0.15380421
  1931     5        350.3657        0.15283485
  1931     6        209.9827        0.15184708
  1931     7        136.7711        0.15207653
  1931     8         97.9768        0.15173987
  1931     9        154.7845        0.15206356
  1931    10        109.4045        0.15127068
  1931    11        330.6901        0.15150820
  1931    12        280.7345        0.15170850
  1932     1        146.0696        0.15143730
  1932     2        177.4541        0.15097047
  1932     3        166.1981        0.15097194
  1932     4        278.2792        0.15093353
  1932     5        383.7156        0.15187037
  1932     6        417.2995        0.15193815
  1932     7        129.8483        0.15118401
  1932     8         98.2395        0.15062208
  1932     9          9.6515        0.15032411
  1932    10         80.4014        0.15070401
  1932    11        100.1089        0.15047066
  1932    12        287.4034        0.15084368
  1933     1        205.6103        0.15109947
  1933     2        739.2937        0.15113075
  1933     3        186.6872        0.15069204
  1933     4         15.2699        0.15010107
  1933     5         17.6988        0.15009237
  1933     6         53.2635        0.15016129
  1933     7          8.0093        0.14999737
  1933     8          0.4898        0.14974965
  1933     9         27.8435        0.14999313
  1933    10         56.0859        0.14989889
  1933    11          1.5296        0.14973152
  1933    12          1.2800        0.14974831
  1934     1         31.0366        0.15003504
